Customer Id,emp_title,annual_inc,addr_state,avg_cur_bal,tot_cur_bal,loan_id,loan_amount,state,funded_amount,int_rate,grade,issue_date,pymnt_plan,purpose,description,annual_inc_joint_original,income_category,emp_length_years,month_number,salary_can_cover,letter_grade,monthly_rate,term_int,installement_per_month,zip_code_header,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,loan_status_Charged Off,loan_status_Current,loan_status_Default,loan_status_Fully Paid,loan_status_In Grace Period,loan_status_Late (16-30 days),loan_status_Late (31-120 days),term_ 36 months,term_ 60 months,type_DIRECT_PAY,type_INDIVIDUAL,type_JOINT,grade_label,state_label,addr_state_label
YidceGZiXHgwYjtoXHRceGZhXHhmMVx4ODBsXHhhMVx4YTFceDA3NFx4OGZceGU5XHg5Ylx4Y2NceDgwXHhiMVx4ZTgjXHhiN343XHhjOXtXXlx4ZTdceGQzIk8n,nissan master technician,11.813037464800539,GA,10.119284181187284,12.316490849492427,171117,9.729193687429403,GA,9.729193687429403,0.0646,2,2019-10-19,False,other,Other,,Above Average,10,10,False,A,0.005383333333333334,36,6.2453262986322855,300,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,0,10,10
YiJceGYxXHgxMj9ceGM2P1x4MGZYXHg4NH5ceDE5XHhhNXJEWlx4MDFceDdmXHg4MFx4MTdceGUyXHgxNCdceGU1KFx4YjdEXHhkMVx4MDNceGI2SVx4OTVxXHg5OCI=,caregiver,10.555838779903407,CA,7.267525427828172,9.97501720367505,153379,9.61587214452889,CA,9.61587214452889,0.1614,11,2018-07-18,False,debt_consolidation,Debt consolidation,,Low,10,7,False,C,0.013449999999999998,36,6.271730796288585,903,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,4,4
YidceDFhXHg4ZVxcblx4ZDFceDliTzBceDE2Olx4YWRceGE0XHhmN1x4OTExWU9ceDljXHRceGJkXHgwZlx4OWJceGE3XHhiZVx4Y2RceGQ0OVx4ODNceDlmXHhmOVx4OTRbJw==,assembly,10.819798284210286,MI,9.604609707323613,11.801744390959072,116066,9.392745258631441,MI,9.392745258631441,0.0607,4,2018-03-18,False,debt_consolidation,Debt consolidation,,Below Average,3,3,False,A,0.005058333333333333,36,5.903845646746415,494,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,0,21,21
YidceDFlXHhlMVx4Y2NceGIwXHhhZFx4YjBceGUzXHhmY2hceGU3XHgxNl9yXHhiNFx4Y2JWJVx4ZjRceDkxTVx4OGNceDk0XHhmN1x4ZGF0XHhiMkRceGU1XHgxM1x4ZDNceGZiXHhhZSc=,sec/bookkeeper,11.782960235741939,LA,9.61005564810374,11.80723552371223,193518,9.90353755128617,LA,9.90353755128617,0.1273,7,2018-08-18,False,debt_consolidation,Debt consolidation,,Above Average,9,8,False,B,0.010608333333333332,36,6.510676417229172,706,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1,17,17
YidceDBmXHhkMHRceGM5JVx4OTB1Olx4YTJeIFx4YmFceGFhbFx4ZjRHXHhhMlx4MTlaXHhjOS5ceGEwXHhlNVx4ZmFceGQ2R1x4OWZceDk3XHg5NWohXHgxZic=,surgical technologist,10.571342565808699,OH,9.849189749128278,12.046349803334401,106947,9.268703615273097,OH,9.268703615273097,0.1899,16,2016-05-16,False,debt_consolidation,Debt consolidation,,Low,10,5,False,D,0.015825000000000002,36,5.964864432874805,456,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,3,34,34
YidwXHg5MXFceDEzXHJceGYxXHg4OVx4ZjVceGJkXHgxZVx4MTZceGUwXHhmOVx4ZTlceDgwOlx4YzhceGFkXHhkOFx4ZTRceGVkXHhlYlx4YmNceGI0Jlx4YTVceGE3XHhlN1x4YzZccmxceGEwJw==,teacher,11.289794413577894,TX,9.026657889542886,11.734611955286438,67995,8.987321812850125,TX,8.987321812850125,0.1447,15,2018-08-18,False,credit_card,Credit card refinancing,,Below Average,2,8,False,C,0.012058333333333332,36,5.621309098585675,752,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,42,42
YidceGVmQ1x4ODRccnBceDFiXHhjMVx4ODc+YVx4ZTVceGViXHhlNlx4YWFwYlhceDAzXHg5Ylx4OTEmelx4ZDdceDk1XHhjYVx4ZjFceGM5XHhjOVx4ZGIpXHhjYWAn,tornos,11.156264806643742,TX,9.594649938011555,12.079505517450139,218048,10.085850775128717,TX,10.085850775128717,0.118,9,2018-12-18,False,credit_card,Credit card refinancing,,Below Average,10,12,False,B,0.009833333333333333,60,6.277478322985622,770,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,1,42,42
YidceGFieVx4ZDZZXjBceGFmV1x4YzdSXHg5NVx4MDdceGIyIyJPMVx4MTdceGQ0XHhhZXNjb3kjX1x4YTJceGUyXVx4YjhceDhhXHhmZCc=,night auditor,10.491301994830229,CA,8.119993827725105,10.684805853989356,12852,8.071218539969863,CA,8.071218539969863,0.1099,6,2015-05-15,False,debt_consolidation,Debt consolidation,,Low,6,5,False,B,0.009158333333333333,36,4.66106591613924,906,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1,4,4
YidceDg3XHhlZVx4OWJYXHhhZVx4YTFceDhlXHgxMFxcVl0zfVx4YWNceDFlXHhmMFx4YzlceGM0XHhmZCQrXHgxM1x4YjhceDA1UVx4ZjVuclx0XHgwOFx4YTVceGU3Jw==,clerk,10.308985993422082,FL,8.358900612421644,10.150542923896651,129148,9.407222080101468,FL,9.407222080101468,0.2149,17,2016-07-16,False,debt_consolidation,Debt consolidation,,Low,10,7,False,D,0.017908333333333335,60,5.810360470656745,322,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,9,9
YidjXHhmMTNceDg3RGduU1x4ODdEXHg5OFxuXHhkNyFTJFx4ZmRPXHhjZlx4YTdceGRhXHhkODltXHhlNFx4OGVceDFiXHhkMlx4MDhceDExXHg5YXQn,city of charlestown,10.858171732397153,IN,9.412137705270794,11.809928957681075,128476,9.392745258631441,IN,9.392745258631441,0.227,21,2013-08-13,False,debt_consolidation,CC MONEY,,Below Average,10,8,False,E,0.01891666666666667,60,5.820737085095093,471,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,4,14,14
YidceDAzMV9ceGNiXHhjMlx4ODlceGU1XHg4Y11ceGQ0VDdceDA4b1x4YjFceDEwelx4Y2Mwdi5ceGViU2A7XHhjYlx4MTNfLFx4ZWRceGI5XHg4NSc=,computer systems,11.813037464800539,GA,9.396653950039674,12.287016485523534,261627,10.463131911491967,GA,10.463131911491967,0.2199,28,2015-11-15,False,debt_consolidation,Debt consolidation,,Above Average,10,11,False,F,0.018325,60,6.874677112208845,310,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,5,10,10
YidceDhjVVx4YTguXHgwM1x4ZjlceGJmXHgxMFlOP1x4Y2NceDFkXHg4ZF9ceDFhMHtceGU0XHgwYkNceGI4KExceDAySjloKVx4OWEpXHhkNCc=,truck driver,11.127277689932466,NJ,10.404384045224234,12.350281208756241,152933,9.61587214452889,NJ,9.61587214452889,0.1502,11,2018-10-18,False,debt_consolidation,Debt consolidation,11.4490906961409,Below Average,10,10,False,C,0.012516666666666667,36,6.255993487833504,86,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,2,30,30
YidDNnhceDg3XHg5ZFx4ZWNceGE5XHhjNzpYXHg5OVx4MTVceGE3XHhlZFx4Y2ZbXHhiZFx4YjFceGIwMGtceDAzc1x4OTRceGZidFx4YjBvXHhjY1x4MTE0XHhmNSc=,senior designer,11.06665398721974,CA,7.568379267836522,10.05298456368204,29824,8.517393171418904,CA,8.517393171418904,0.1153,8,2015-09-15,False,credit_card,Credit card refinancing,,Below Average,6,9,False,B,0.009608333333333333,36,5.111694855563184,926,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,1,4,4
YidceGVhTlx4YWNceGJkXHhiZFx4ZDk8bFx4ZDlceGFjXHhlOFhceDBjXHg4Zlx4ODFceGJkXHg4YlhceGNmY2NceGE5XHg4ZWdceGFlXHhmZlx0bVx4Y2FceGM2JnQn,intake specialist,10.34177474101152,NY,7.046647277848756,9.753942915256111,132259,9.468928284223587,NY,9.468928284223587,0.1699,20,2014-09-14,False,debt_consolidation,Debt consolidation,,Low,7,9,False,D,0.014158333333333334,36,6.136945699147846,112,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,3,33,33
YidJdVx4ZmFceGFmLEFgQ1x4ZTBceGYxXHhhY2NaXHgxZVx4MWNHXHhlNGxceDgye1x4YTVTTzxceDg5XHhkOFx4YjRceGRjXHg4NkpceGEwXHhiNCc=,shipping,10.308985993422082,KY,10.59688470185128,11.695480327879528,18280,8.294299608857235,KY,8.294299608857235,0.1144,7,2017-04-17,False,car,Car financing,,Low,0,4,False,B,0.009533333333333333,36,4.888768274507877,421,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,1,16,16
YiJceDE0K1x4ZWNceDhhXHhkYkgnTCBceGE1XHhhMVx4ZDdgXHgxN1x4OGVGXHhhYVx4ZDVceGFkXHgxM1x4OTNceGJiXHgwMlx4ZDVTKlx4OTVkXHgxZlx4YzQ9XG4i,billing,10.915106645867503,TX,7.57095858316901,10.20942694125874,26957,8.517393171418904,TX,8.517393171418904,0.1099,10,2015-05-15,False,debt_consolidation,Debt consolidation,,Below Average,1,5,False,B,0.009158333333333333,36,5.103942915131752,770,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,1,42,42
YidceDg3XHgwYlx4Y2VceGQ3c0NceGEzXHg4ZiNXXHhmMTdxXHhmNlx4MTFceDA3XHhlNlx4YzZceGFjXHhlMmRceGUyXHhkM1x4ZjNIXHgwNCQkXHg4ZVx4YWRceGI2Oyc=,commercial credit risk underwriter,11.522885696764481,NC,8.869960510523953,10.949314205759316,66537,8.987321812850125,NC,8.987321812850125,0.1239,12,2014-11-14,False,credit_card,Credit card refinancing,,Above Average,2,11,False,C,0.010324999999999999,36,5.591759497956486,273,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,2,26,26
YiJceGY0Jlx4ZDZceDliXHhhZDR9XHhlMFx4ZGFceGM0XHgxMTRiXHg4Nlx4OTJceDE3JG1ceDdmXHhmYidceGM4XHhmNlx4ZDZceGY3XHgxYlx4OThceGFhclx4MDRbdyI=,president,12.301387370778713,AK,10.551271191344544,12.748475421647578,190484,9.90353755128617,AK,9.90353755128617,0.0846,3,2018-10-18,False,debt_consolidation,Debt consolidation,,High,2,10,False,A,0.00705,36,6.448857937685214,995,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,0,0,0
YidceDhhXHgwN1x4OWRceGYzMFx4ZWI1XHhjN1x4OTd6XHhjMFx4ODhGXHgwYlx4MTNVXHhjOFx4OTcsYVx4YzNceGM1K1x4YjRceDhjXHgxOC4vW1x4ZGZceGIzXHhiZSc=,project superintendant,10.819798284210286,AZ,6.96979066990159,8.578852571802965,150896,9.61587214452889,AZ,9.61587214452889,0.1155,8,2018-09-18,False,credit_card,Credit card refinancing,,Below Average,0,9,False,B,0.009625,36,6.206569611140782,853,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,1,3,3
YiJceGIzYX5ceDgxXHg4Y1x4MWJKXHhjMVx4YmNceGUxXHgwMT1yXHhjYy1ceGRhXHgxOH4/Qlx4ODVcdDNceDhiXHgwNydBIFx4OTdceGZiXHg4MWMi,owner-operator,11.51293546492023,TN,10.273187304197549,12.575734394673061,161877,9.680406499268875,TN,9.680406499268875,0.0818,7,2015-04-15,False,debt_consolidation,Debt consolidation,,Average,10,4,False,B,0.006816666666666666,36,6.222003704134932,371,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,1,41,41
YidPXHhlNXJceDAzXHgwZTJceDFiXHhjODFceGU3TEVceGY1XHg4ZFx4YjFvWitceGU3XHhhNlBceDA0WHhceDg2XHg5ZVx4ZTJCU1x4ZGRcdFx4YTMn,cmo,13.304686600863562,MA,11.56048630239851,13.958374640245856,146869,9.61587214452889,MA,9.61587214452889,0.0721,3,2017-11-17,False,credit_card,Credit card refinancing,,High,2,11,False,A,0.006008333333333333,36,6.143322689712186,23,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,0,18,18
YiJ5XHhkNVx4OWJcdCo0XHgwZVx4YWFCLFx4OTB5XHgxYilceDk4S1FceGMwXHhmMFx4YTVceGVhXHg5MnlFQVx4MTJceDA0RVx4YWZceDhmXHhjMSci,teacher,11.19822841866684,CA,10.856727188188485,13.05394319904022,111984,9.32375833901174,CA,9.32375833901174,0.0819,5,2014-11-14,False,debt_consolidation,Debt consolidation,,Below Average,10,11,False,A,0.006825,36,5.866325865444785,960,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,0,4,4
YidoXHhkNlx4MTRceDkzXHgxMVx4ODhrXHhjNFx4ZDVceDE4XHgwN1x4YWJMcS1UXHhmZVx4ZTNDXHhmY1x4Y2QreFx4MTQhbFx4MTFqXHhjMlx4ZGRceDk2LCc=,waggener edstrom,10.859018228147887,OR,8.229777750081887,9.838949031398556,213264,10.057323897250996,OR,10.057323897250996,0.158,15,2013-04-13,False,debt_consolidation,Debt Consolidation,,Below Average,2,4,False,C,0.013166666666666667,60,6.338139911691841,972,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,2,36,36
YidceGFlXHg5ZFx4MDg0XHg4ZVx4YTQsXHhhYzhZXHgxZXtceGM2XHhiNlx4ZDBceGMwXHgwMFx4YzBceDAzQSRceGZlXHhjZlx4MTNceGJhXHhkYVlCXHgxZFx4YTVcdFx4ODYn,teacher,10.34177474101152,MO,8.241703159729818,9.850930301797453,74058,9.096723645189215,MO,9.096723645189215,0.1433,14,2015-11-15,False,debt_consolidation,Debt consolidation,,Low,10,11,False,C,0.011941666666666668,36,5.728370299683811,641,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,2,23,23
YidoXHhmM1x4ODdceGJiXHg5OGJceDgzRVx4YmVceGIxXHhmNFx4OTFceGU4XHg5Nlx4Y2NceDhhXHhiNlx4YTdsXHhmMVx4YTlaMFx4YjhceDEyXHhlZFx4YTMgXHgwMFx4YmVceGZjXHhjMSc=,customer service supervisor,11.082157933374816,AR,9.274253697719836,11.913230616704766,219003,10.085850775128717,AR,10.085850775128717,0.1446,12,2016-05-16,False,debt_consolidation,Debt consolidation,,Below Average,10,5,False,C,0.01205,60,6.337140824974827,727,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,2,2,2
YidceDE2eVx0dVx4ZWVCJVx4ZmJceGMzXHgxNFx4MTBceGExPlx4ZmRceDE1XHg5NVx4Y2RgXHgxYXNceGVmWiJceGQ0XHg4MFx4MWN4XHhjZVx4ZjNceDkwXHhiOD8n,mortgage banker & real estate broker,12.429220196836383,CT,10.931248100232287,12.722992660709352,97212,9.210440366976517,CT,9.210440366976517,0.1614,15,2018-12-18,False,home_improvement,Home improvement,,High,10,12,False,C,0.013449999999999998,36,5.867209720618345,69,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,2,6,6
YidceGVjXHhhYk1ceGI1RShrXHg4Zlx4OWVceGUzXHg5MC1ceGRheDtAXHhiYVx4ZGZceDkzXHg5Mlx4ZDJceGY1XHgwN1x4YzRceGFlJVx4YzRceDFjXHhhNGBUbSc=,delivery driver,9.99884318585288,MN,9.782844180013784,12.085355935857171,15439,8.188966863648876,MN,8.188966863648876,0.1171,10,2019-05-19,False,home_improvement,Home improvement,11.156264806643742,Low,0,5,False,B,0.009758333333333332,36,4.788104001707446,553,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1,22,22
YidceGY3XHhlOVx4MTZcXFx4ODlFXVx4MTlceDgzXHg5MVx4ODRceDExXHhhZVx4OTZceGI4MXNceGVkXHhkNVx4Y2VceGQxXHhlN1x4OGZHXHg4Zlx4YzNceGY1XHg5MFx4ZmQvXHhlZVsn,supervisor,10.819798284210286,MN,7.590852123688581,10.363030408174957,203871,9.949941656908011,MN,9.949941656908011,0.1947,17,2014-04-14,False,debt_consolidation,Debt consolidation,,Below Average,6,4,False,D,0.016225,60,6.309712470164961,563,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,3,22,22
Yic4fVx4Y2JGXHhiZVx4MGVmIFx4Y2FceDliXHgxMVx4YjJceDAyXHhmNyRGXHgwOFx4ODNceGE3K1x4ZTI7XHg5YiN1dFx4YjVceGYwXHg5OVx4ZDQsXHhlMCc=,instructor of mathematics,10.645448706505872,MS,9.292012520620208,12.125112016695883,146756,9.61587214452889,MS,9.61587214452889,0.0707,2,2017-10-17,False,home_improvement,Home improvement,11.532737896139919,Low,1,10,False,A,0.005891666666666667,36,6.1412557678924165,387,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,0,24,24
YidceDljXHhiZGNceGQwXHhlMVdceGVlXHgwYlx4MGJceGJmXHhjM1x4YmFceDlkXHhiYlx4MTBceGZiXHhmOFpKZVx4ODVceGJjXHhkOVx4OTR5XHhmNk8zPVx4ODdpXHgwYic=,government contractor,11.561725152903833,VA,8.567125560164447,11.205911054618872,261941,10.463131911491967,VA,10.463131911491967,0.2499,27,2016-03-16,False,credit_card,Credit card refinancing,,Above Average,2,3,False,F,0.020825,60,6.935459095603447,222,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,5,44,44
YidbQnFceGI3Q1x4OWZceDk4XHRLO1x4ZTBceGQ5ZVx4YmFceGRhXHhkMVx4YTQyXHhjYlx4YWZceGVmXHhhOWRAXHhkOCNceGRifFx4ZmRceGEweTwn,ceo,11.225256725762893,CA,9.386979145634639,11.1786827411373,156045,9.61587214452889,CA,9.61587214452889,0.1299,11,2014-06-14,False,debt_consolidation,Debt consolidation,,Below Average,9,6,False,C,0.010825,60,5.835451800831982,926,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,2,4,4
YidceGZkXHhhOFx4OWRccm5ceGI4XHhkZVx4MTNceGRkXHhiOFx4YWFceDk2NjNceDk2NmpceDgxXHhiM1x4MThceGY3ZClceGI0YEBceDhkZlx4ZjJqIlx4OGMn,associate professor of finance,11.715874472198905,IL,10.491912902324515,12.571323213469213,85586,9.210440366976517,IL,9.210440366976517,0.0756,1,2018-12-18,False,small_business,Business,,Above Average,10,12,False,A,0.0063,36,5.744085348528836,604,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0,13,13
YidceDhjaVx4ZDI/KFx4MWJceDFmSVx4OTVEXHg5OFx4OWJceGEyXHhmYyI3Q1x4MGVceGViXHg5Ylx4OThceGUxXHg5NFx4ZWF1XHg5MDViXyJ2XHg4NCc=,teacher,11.002116507732017,OH,7.556427969440253,9.63554274576738,111534,9.310276200588783,OH,9.310276200588783,0.2565,17,2019-10-19,False,debt_consolidation,Debt consolidation,11.695255355062795,Below Average,10,10,False,D,0.021375,36,6.096170719304131,443,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,34,34
YidceGUyXHg5MVx4ZTJceDk5WHFceDgxc1x4YjVceGM0XHhiYzZceDFiXHhiZVx4ODVceGVke0JceDFhXHhkMVx4ZTlceGIwXHgxN1x4OTh0XHg5Nlx4OTFcXFx4ZGJceGMyXHhhNFx4YTMn,manager,10.819798284210286,UT,8.116118431609365,9.502114062331216,144826,9.61587214452889,UT,9.61587214452889,0.1299,11,2015-01-15,False,debt_consolidation,Debt consolidation,,Below Average,1,1,False,C,0.010825,36,6.227202522111417,841,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,2,43,43
Yic6bFx4Y2RceDg0XHg4YjdYKlx4YjFceGZjS1x4YzlceGRiXHhkNlx4YWZoXHg5MFNhXHhkZVx4MTJceGE3XHhkMERceGJhSVx4ZGV9XHgxZWQ7XHhlNyc=,semi driver,11.918397239722838,IN,9.451873788401983,12.28501320760278,211358,10.021315031649332,IN,10.021315031649332,0.0646,1,2019-04-19,False,credit_card,Credit card refinancing,,Above Average,7,4,False,A,0.005383333333333334,36,6.5369712612898345,461,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,14,14
YidceGQ5XHhjY05ceGQ5XHhlNFx4MDVceGRjP2xMXHg4NVx4OGNceDlhXHg4NjhDXHg5NEYzXHgxZlx4ZDdceDkzZFx4OTUzTk1ceGYyYlx4OGRiXHgxNyc=,aviation safety inspector,11.656168298529856,NV,10.150191368259351,12.789229163381577,261858,10.463131911491967,NV,10.463131911491967,0.2399,28,2015-06-15,False,home_improvement,Home improvement,,Above Average,7,6,False,F,0.019991666666666668,60,6.915401631689829,891,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,5,32,32
